,Transaction_ID,Transaction_Amount (in Million),Transaction_Time,Transaction_Date,Transaction_Type,Merchant_Category,Transaction_Location,Customer_Home_Location,Distance_From_Home,IP_Address,Card_Type,Account_Balance (in Million),Daily_Transaction_Count,Weekly_Transaction_Count,Avg_Transaction_Amount (in Million),Max_Transaction_Last_24h (in Million),Is_International_Transaction,Is_New_Merchant,Failed_Transaction_Count,Unusual_Time_Transaction,Previous_Fraud_Count,Is_Fraud
15480,686931.0,2.0,21:45,2025-04-22,ATM,Grocery,Singapore,Multan,392.0,60.210.49.196,Debit,8.0,2.0,1.0,4.0,9.0,0,0,2.0,0,0.0,0
15481,196874.0,4.0,19:01,2025-04-25,Online,Fuel,Islamabad,Multan,499.0,217.102.248.181,Credit,34.0,5.0,8.0,3.0,1.0,1,0,0.0,0,0.0,0
15482,106274.0,2.0,15:53,2025-04-26,Online,Fuel,London,Karachi,136.0,42.146.155.69,Credit,6.0,2.0,23.0,2.0,7.0,1,0,0.0,1,1.0,0
15483,730450.0,5.0,03:13,2025-02-13,POS,Clothing,Dubai,Lahore,352.0,62.222.2.67,Credit,34.0,1.0,13.0,4.0,7.0,1,0,1.0,0,0.0,0
15484,403002.0,5.0,15:08,2025-03-28,POS,Electronics,Islamabad,Multan,249.0,109.67.77.222,Credit,16.0,2.0,4.0,2.0,9.0,0,0,0.0,1,1.0,0
15485,429571.0,8.0,08:49,2025-04-19,POS,Clothing,Faisalabad,Lahore,177.0,212.166.190.38,Credit,15.0,4.0,17.0,5.0,3.0,0,0,2.0,1,0.0,0
15486,794390.0,6.0,11:04,2025-01-22,POS,Grocery,Kuala Lumpur,Islamabad,463.0,74.57.161.60,Debit,38.0,5.0,19.0,2.0,9.0,0,1,2.0,1,0.0,0
15487,469394.0,6.0,15:34,2025-03-30,POS,Clothing,Lahore,Islamabad,377.0,43.74.213.153,Credit,16.0,7.0,2.0,5.0,6.0,0,1,0.0,1,0.0,0
15488,357864.0,7.0,04:27,2025-02-08,Online,ATM,Faisalabad,Lahore,501.0,224.255.117.74,Debit,14.0,6.0,11.0,1.0,5.0,1,1,0.0,0,1.0,1
15489,365583.0,4.0,19:32,2025-02-18,Online,ATM,London,Islamabad,410.0,186.120.22.154,Debit,34.0,3.0,3.0,5.0,6.0,0,0,1.0,0,0.0,0
15490,343567.0,6.0,04:43,2025-02-24,POS,Fuel,Karachi,Faisalabad,489.0,242.169.163.108,Debit,15.0,2.0,23.0,5.0,3.0,0,1,0.0,0,0.0,0
15491,998285.0,6.0,20:34,2025-02-26,Online,Restaurant,Lahore,Lahore,37.0,92.3.189.171,Credit,36.0,6.0,2.0,2.0,7.0,0,0,0.0,1,0.0,0
15492,402290.0,2.0,04:25,2025-03-26,POS,Fuel,Multan,Lahore,145.0,23.149.216.236,Credit,21.0,6.0,3.0,3.0,6.0,0,1,2.0,0,1.0,0
15493,594157.0,9.0,11:58,2025-02-13,Online,Grocery,Dubai,Lahore,137.0,91.109.172.165,Credit,3.0,3.0,12.0,3.0,6.0,1,0,0.0,0,1.0,0
15494,685517.0,9.0,21:29,2025-01-02,Online,Electronics,Singapore,Lahore,68.0,200.171.128.37,Debit,25.0,7.0,22.0,3.0,2.0,1,0,1.0,1,1.0,0
15495,193661.0,6.0,10:51,2025-04-24,ATM,Grocery,Singapore,Lahore,271.0,195.73.174.94,Credit,17.0,6.0,3.0,2.0,3.0,0,0,2.0,0,0.0,0
15496,721979.0,8.0,15:30,2025-04-26,POS,Clothing,Lahore,Lahore,34.0,17.175.156.69,Credit,3.0,4.0,18.0,5.0,9.0,0,0,2.0,1,0.0,0
15497,429509.0,5.0,09:21,2025-04-14,Online,Fuel,Faisalabad,Multan,204.0,182.153.21.240,Credit,4.0,3.0,19.0,4.0,3.0,0,0,0.0,1,1.0,0
15498,507463.0,9.0,08:34,2025-01-29,Online,Clothing,Faisalabad,Islamabad,496.0,238.186.255.97,Debit,33.0,2.0,1.0,2.0,6.0,1,0,0.0,0,1.0,0
15499,815616.0,5.0,08:49,2025-02-19,ATM,Grocery,Kuala Lumpur,Islamabad,45.0,245.14.92.205,Credit,5.0,2.0,4.0,4.0,3.0,1,1,0.0,1,1.0,0
15500,925903.0,8.0,05:48,2025-01-30,Online,Clothing,Dubai,Islamabad,408.0,178.97.212.111,Debit,25.0,5.0,7.0,3.0,2.0,0,1,1.0,0,1.0,0
15501,983200.0,7.0,12:50,2025-04-06,POS,Fuel,Karachi,Multan,66.0,209.39.135.200,Debit,20.0,7.0,21.0,3.0,7.0,0,1,0.0,0,0.0,0
15502,507773.0,5.0,15:16,2025-01-23,Online,Fuel,Islamabad,Faisalabad,270.0,232.5.226.46,Debit,11.0,3.0,4.0,2.0,4.0,0,1,2.0,1,0.0,0
15503,261544.0,9.0,23:31,2025-03-24,ATM,Electronics,Lahore,Multan,525.0,216.53.226.199,Debit,36.0,5.0,4.0,5.0,3.0,1,0,2.0,0,0.0,0
15504,848859.0,3.0,15:32,2025-02-14,POS,Grocery,Kuala Lumpur,Faisalabad,319.0,124.209.147.118,Debit,30.0,4.0,1.0,2.0,5.0,1,0,1.0,1,1.0,0
15505,598242.0,3.0,00:41,2025-03-17,POS,Restaurant,Bangkok,Karachi,429.0,194.75.174.194,Credit,30.0,5.0,1.0,4.0,4.0,1,0,0.0,1,1.0,0
15506,679832.0,7.0,08:30,2025-04-28,POS,Restaurant,London,Lahore,359.0,114.136.201.78,Debit,22.0,1.0,23.0,1.0,1.0,0,0,0.0,0,1.0,0
15507,642233.0,7.0,10:09,2025-02-02,ATM,ATM,Faisalabad,Multan,414.0,188.105.249.163,Credit,24.0,2.0,9.0,5.0,5.0,0,1,1.0,1,1.0,0
15508,102202.0,3.0,01:32,2025-02-26,POS,Restaurant,London,Faisalabad,401.0,242.161.174.158,Debit,25.0,1.0,23.0,5.0,7.0,0,0,2.0,0,1.0,0
15509,254926.0,9.0,09:43,2025-02-13,Online,Restaurant,Karachi,Multan,440.0,207.64.244.33,Debit,17.0,2.0,6.0,5.0,1.0,0,0,0.0,0,1.0,0
15510,477066.0,7.0,09:47,2025-03-07,POS,Grocery,Karachi,Multan,543.0,208.124.83.168,Debit,12.0,5.0,17.0,2.0,2.0,0,0,2.0,1,0.0,0
15511,270928.0,8.0,02:32,2025-01-28,Online,Grocery,London,Islamabad,95.0,6.227.251.13,Credit,36.0,7.0,16.0,5.0,6.0,1,0,0.0,0,0.0,0
15512,593778.0,8.0,17:28,2025-02-08,Online,Grocery,London,Multan,348.0,104.249.203.20,Credit,4.0,3.0,1.0,5.0,2.0,0,0,1.0,0,1.0,0
15513,450498.0,3.0,14:53,2025-04-08,ATM,Clothing,Kuala Lumpur,Islamabad,577.0,228.71.75.154,Debit,8.0,4.0,15.0,2.0,6.0,1,1,1.0,0,0.0,0
15514,804754.0,6.0,22:42,2025-03-07,POS,Grocery,Karachi,Lahore,46.0,160.99.201.90,Debit,37.0,7.0,5.0,2.0,1.0,0,1,1.0,1,1.0,0
15515,903008.0,9.0,21:00,2025-03-23,ATM,ATM,Bangkok,Islamabad,279.0,77.91.151.214,Debit,8.0,4.0,8.0,2.0,2.0,1,1,0.0,1,1.0,0
15516,933553.0,9.0,23:08,2025-04-12,Online,Restaurant,Islamabad,Faisalabad,482.0,44.129.116.43,Credit,27.0,6.0,13.0,3.0,4.0,1,0,0.0,1,0.0,0
15517,967465.0,7.0,01:58,2025-01-17,Online,Grocery,Multan,Karachi,580.0,170.62.179.242,Credit,22.0,5.0,21.0,3.0,5.0,0,1,0.0,1,0.0,0
15518,618976.0,6.0,21:18,2025-01-18,POS,Fuel,Singapore,Islamabad,109.0,226.198.166.200,Credit,8.0,6.0,13.0,2.0,3.0,0,1,2.0,1,0.0,0
15519,295447.0,6.0,05:58,2025-03-29,Online,Fuel,Faisalabad,Lahore,403.0,47.38.5.174,Credit,25.0,4.0,16.0,1.0,8.0,0,0,1.0,1,0.0,0
15520,903142.0,4.0,04:15,2025-04-13,POS,Grocery,Kuala Lumpur,Islamabad,587.0,29.37.69.161,Credit,39.0,7.0,7.0,5.0,8.0,1,0,1.0,0,0.0,0
15521,188006.0,6.0,12:57,2025-03-13,POS,Fuel,Multan,Islamabad,213.0,214.81.44.220,Credit,25.0,7.0,2.0,2.0,9.0,1,1,2.0,1,0.0,0
15522,409695.0,7.0,00:59,2025-04-10,Online,ATM,Bangkok,Lahore,58.0,75.103.62.229,Debit,36.0,2.0,4.0,3.0,2.0,0,1,1.0,0,1.0,0
15523,440065.0,4.0,03:24,2025-03-03,ATM,Restaurant,Bangkok,Islamabad,539.0,228.237.118.200,Credit,25.0,6.0,16.0,4.0,8.0,0,1,2.0,1,1.0,0
15524,167875.0,8.0,14:28,2025-04-05,Online,Electronics,Kuala Lumpur,Islamabad,227.0,75.39.5.46,Debit,18.0,4.0,14.0,1.0,4.0,0,0,2.0,0,1.0,0
15525,399520.0,1.0,09:36,2025-02-04,POS,Grocery,Faisalabad,Faisalabad,122.0,192.40.100.131,Debit,8.0,2.0,3.0,1.0,2.0,1,1,2.0,1,1.0,0
15526,785062.0,2.0,06:19,2025-01-11,Online,Clothing,London,Lahore,390.0,226.7.98.218,Credit,20.0,3.0,14.0,2.0,4.0,0,0,0.0,0,1.0,0
15527,973127.0,3.0,16:47,2025-01-27,POS,Clothing,Dubai,Karachi,365.0,84.92.99.24,Credit,37.0,7.0,9.0,4.0,2.0,1,1,1.0,1,1.0,0
15528,227626.0,1.0,16:35,2025-03-10,ATM,Restaurant,Karachi,Lahore,385.0,32.150.109.181,Debit,25.0,7.0,9.0,3.0,1.0,1,0,2.0,0,1.0,0
15529,742283.0,2.0,03:38,2025-04-16,POS,Electronics,Singapore,Multan,524.0,2.34.15.109,Debit,36.0,1.0,17.0,1.0,2.0,1,1,0.0,1,1.0,0
15530,732137.0,3.0,08:32,2025-04-05,Online,Restaurant,Islamabad,Faisalabad,345.0,36.2.89.122,Credit,11.0,7.0,22.0,5.0,8.0,1,1,2.0,1,0.0,0
15531,909400.0,4.0,06:11,2025-04-20,ATM,Grocery,London,Lahore,65.0,206.47.173.215,Debit,23.0,2.0,24.0,4.0,6.0,1,1,2.0,1,0.0,0
15532,292403.0,7.0,03:02,2025-04-09,POS,Clothing,Singapore,Multan,369.0,156.154.32.160,Debit,13.0,1.0,5.0,4.0,8.0,1,0,0.0,1,0.0,1
15533,355428.0,1.0,19:37,2025-04-02,Online,Fuel,Multan,Karachi,260.0,124.34.55.170,Debit,35.0,5.0,4.0,2.0,8.0,0,0,1.0,0,1.0,0
15534,119472.0,6.0,23:31,2025-01-23,ATM,ATM,Karachi,Lahore,47.0,188.57.175.92,Credit,18.0,4.0,2.0,4.0,7.0,0,1,1.0,0,0.0,0
15535,516820.0,1.0,04:06,2025-03-30,POS,Grocery,Bangkok,Lahore,151.0,121.199.28.182,Debit,34.0,6.0,8.0,3.0,8.0,0,0,1.0,0,0.0,0
15536,643480.0,8.0,00:53,2025-03-03,Online,Fuel,London,Lahore,438.0,252.244.39.56,Credit,34.0,7.0,16.0,4.0,2.0,0,1,2.0,0,0.0,0
15537,820469.0,7.0,05:35,2025-04-05,POS,Grocery,Bangkok,Faisalabad,279.0,134.78.141.5,Credit,26.0,4.0,6.0,2.0,8.0,1,1,0.0,0,1.0,0
15538,864554.0,3.0,17:39,2025-03-18,ATM,ATM,Lahore,Islamabad,8.0,52.244.54.98,Debit,3.0,5.0,13.0,3.0,1.0,0,0,2.0,0,1.0,0
15539,696630.0,5.0,13:20,2025-04-18,Online,Restaurant,Faisalabad,Faisalabad,268.0,1.119.199.227,Credit,26.0,5.0,8.0,3.0,6.0,0,0,1.0,0,0.0,0
15540,986029.0,9.0,06:56,2025-02-04,ATM,Grocery,Bangkok,Lahore,203.0,243.44.140.207,Debit,28.0,7.0,23.0,4.0,6.0,1,0,0.0,0,0.0,0
15541,511629.0,1.0,04:13,2025-02-27,POS,ATM,Lahore,Karachi,361.0,62.156.214.112,Credit,16.0,1.0,16.0,3.0,1.0,0,0,2.0,1,0.0,0
15542,402256.0,8.0,23:21,2025-04-11,POS,Grocery,Multan,Faisalabad,54.0,173.170.180.124,Credit,21.0,3.0,17.0,1.0,2.0,0,1,0.0,1,1.0,0
15543,989876.0,6.0,12:10,2025-04-12,Online,Grocery,Singapore,Multan,144.0,90.205.145.172,Debit,24.0,6.0,2.0,3.0,1.0,1,0,1.0,1,0.0,0
15544,354838.0,4.0,13:21,2025-01-06,POS,Grocery,Faisalabad,Lahore,380.0,189.217.254.158,Debit,3.0,7.0,21.0,5.0,3.0,0,1,1.0,1,0.0,0
15545,284035.0,1.0,13:41,2025-02-07,POS,Clothing,Karachi,Multan,144.0,219.100.104.226,Credit,6.0,1.0,1.0,3.0,3.0,1,1,0.0,1,1.0,0
15546,128714.0,7.0,15:10,2025-02-10,Online,ATM,London,Karachi,301.0,106.88.24.101,Debit,27.0,5.0,6.0,5.0,6.0,1,1,2.0,1,0.0,0
15547,376383.0,2.0,07:24,2025-02-25,POS,Fuel,Kuala Lumpur,Multan,209.0,139.225.240.213,Debit,36.0,2.0,11.0,5.0,4.0,0,0,0.0,0,1.0,0
15548,142510.0,4.0,23:52,2025-03-14,ATM,Fuel,Faisalabad,Faisalabad,386.0,99.193.170.172,Credit,24.0,6.0,12.0,3.0,8.0,1,1,2.0,1,0.0,0
15549,193918.0,5.0,17:42,2025-04-22,POS,Restaurant,Singapore,Islamabad,594.0,205.112.36.66,Debit,12.0,3.0,6.0,5.0,3.0,1,0,1.0,0,1.0,0
15550,259726.0,5.0,02:18,2025-01-21,POS,ATM,Multan,Multan,3.0,40.166.67.25,Credit,5.0,6.0,7.0,2.0,2.0,1,0,2.0,1,1.0,0
15551,262555.0,2.0,20:24,2025-01-21,ATM,Electronics,Bangkok,Faisalabad,285.0,253.202.143.126,Debit,24.0,1.0,1.0,1.0,1.0,0,0,1.0,0,0.0,0
15552,445946.0,7.0,08:39,2025-02-07,POS,Electronics,Faisalabad,Multan,24.0,84.13.155.121,Debit,32.0,6.0,4.0,4.0,5.0,0,0,0.0,0,1.0,0
15553,497764.0,1.0,04:04,2025-02-16,POS,Restaurant,Islamabad,Lahore,163.0,45.154.192.197,Credit,32.0,3.0,7.0,1.0,7.0,0,0,0.0,1,1.0,0
15554,293632.0,5.0,12:09,2025-01-01,ATM,ATM,Karachi,Islamabad,192.0,190.98.117.82,Credit,13.0,7.0,2.0,2.0,9.0,1,1,1.0,0,0.0,1
15555,805933.0,7.0,03:24,2025-04-24,ATM,ATM,Bangkok,Multan,1.0,160.109.176.63,Credit,26.0,1.0,22.0,1.0,1.0,0,0,2.0,0,1.0,0
15556,553274.0,8.0,06:00,2025-02-15,Online,ATM,Lahore,Lahore,424.0,189.37.190.228,Debit,15.0,7.0,12.0,2.0,5.0,0,0,2.0,0,1.0,0
15557,153121.0,2.0,00:20,2025-02-12,Online,Restaurant,Islamabad,Multan,589.0,26.173.181.72,Debit,29.0,6.0,12.0,4.0,7.0,0,1,2.0,0,0.0,0
15558,301252.0,1.0,06:15,2025-01-20,ATM,Electronics,Lahore,Faisalabad,255.0,27.187.74.63,Credit,8.0,5.0,11.0,4.0,7.0,1,1,0.0,1,1.0,0
15559,663114.0,3.0,11:38,2025-01-18,Online,Fuel,Bangkok,Karachi,335.0,85.3.255.238,Credit,31.0,6.0,7.0,5.0,3.0,1,1,0.0,0,0.0,0
15560,990638.0,4.0,06:25,2025-03-17,POS,Grocery,Multan,Multan,554.0,186.230.237.229,Credit,39.0,1.0,5.0,4.0,8.0,0,0,1.0,1,0.0,0
15561,909539.0,8.0,12:06,2025-02-05,POS,ATM,Islamabad,Faisalabad,472.0,11.191.38.212,Debit,9.0,1.0,4.0,4.0,6.0,1,1,1.0,0,1.0,0
15562,769015.0,2.0,19:28,2025-02-24,POS,Clothing,Multan,Faisalabad,337.0,4.146.203.132,Debit,28.0,7.0,17.0,1.0,8.0,1,1,1.0,1,1.0,0
15563,846899.0,8.0,06:37,2025-01-04,ATM,Fuel,London,Lahore,368.0,55.177.250.243,Debit,28.0,2.0,21.0,1.0,8.0,0,1,0.0,0,0.0,0
15564,169699.0,3.0,23:22,2025-02-23,Online,Grocery,London,Islamabad,207.0,27.138.32.4,Debit,27.0,5.0,18.0,4.0,9.0,0,1,0.0,0,0.0,0
15565,569488.0,8.0,16:51,2025-02-19,Online,Restaurant,London,Multan,550.0,37.93.58.255,Debit,33.0,2.0,6.0,1.0,4.0,0,0,2.0,0,0.0,0
15566,789432.0,6.0,06:34,2025-04-02,Online,Clothing,Islamabad,Faisalabad,127.0,72.247.66.188,Debit,10.0,7.0,16.0,2.0,9.0,0,1,2.0,0,1.0,0
15567,322662.0,7.0,02:12,2025-03-02,ATM,Electronics,Lahore,Islamabad,217.0,180.241.121.253,Debit,34.0,7.0,2.0,5.0,6.0,0,1,0.0,1,1.0,0
15568,747547.0,5.0,00:20,2025-01-17,ATM,Grocery,Islamabad,Multan,7.0,146.224.240.82,Credit,3.0,4.0,7.0,4.0,4.0,0,1,2.0,1,1.0,0
15569,463729.0,2.0,02:20,2025-03-15,Online,Fuel,Islamabad,Faisalabad,21.0,193.135.106.70,Debit,25.0,6.0,19.0,4.0,4.0,0,0,0.0,1,0.0,0
15570,197787.0,6.0,14:30,2025-02-26,POS,Clothing,Multan,Karachi,248.0,56.89.97.103,Debit,34.0,6.0,4.0,4.0,7.0,0,1,2.0,0,0.0,0
15571,868946.0,9.0,23:53,2025-04-14,Online,Grocery,Islamabad,Lahore,203.0,17.180.97.183,Credit,26.0,3.0,4.0,1.0,1.0,1,0,1.0,0,1.0,0
15572,843742.0,8.0,18:03,2025-02-21,ATM,Grocery,Faisalabad,Islamabad,230.0,28.225.51.252,Credit,20.0,3.0,15.0,2.0,8.0,1,0,2.0,0,0.0,0
15573,741523.0,1.0,22:20,2025-03-26,POS,Fuel,Dubai,Islamabad,5.0,3.51.34.3,Credit,28.0,2.0,6.0,5.0,5.0,0,1,0.0,0,1.0,0
15574,141812.0,6.0,09:08,2025-02-03,ATM,Electronics,Kuala Lumpur,Karachi,434.0,70.52.210.171,Debit,22.0,4.0,6.0,3.0,5.0,1,0,1.0,1,1.0,1
15575,570823.0,3.0,15:13,2025-04-28,ATM,Grocery,Islamabad,Lahore,3.0,56.232.216.43,Credit,28.0,1.0,8.0,5.0,9.0,0,1,0.0,0,0.0,0
15576,328649.0,7.0,05:48,2025-03-26,ATM,Electronics,London,Multan,267.0,62.101.8.91,Credit,29.0,2.0,24.0,4.0,9.0,0,1,0.0,0,0.0,0
15577,676499.0,4.0,01:56,2025-03-30,ATM,ATM,Kuala Lumpur,Karachi,599.0,132.186.221.87,Debit,38.0,7.0,17.0,2.0,5.0,0,1,0.0,0,0.0,0
15578,709821.0,2.0,09:07,2025-03-29,Online,Electronics,Multan,Multan,71.0,25.180.8.250,Debit,35.0,3.0,8.0,2.0,6.0,1,0,2.0,0,1.0,0
15579,262550.0,8.0,14:04,2025-04-20,Online,Grocery,Lahore,Faisalabad,475.0,37.215.160.80,Debit,9.0,7.0,11.0,3.0,6.0,0,1,1.0,1,0.0,1
15580,376681.0,2.0,23:10,2025-01-01,Online,Restaurant,Kuala Lumpur,Karachi,416.0,10.181.156.176,Debit,3.0,1.0,16.0,1.0,9.0,0,0,2.0,0,1.0,0
15581,802066.0,8.0,07:27,2025-03-12,POS,Clothing,Multan,Faisalabad,526.0,174.135.13.38,Debit,18.0,2.0,21.0,5.0,3.0,0,0,1.0,1,0.0,0
15582,410586.0,5.0,18:34,2025-01-13,ATM,Fuel,Bangkok,Lahore,174.0,59.174.34.1,Debit,12.0,6.0,2.0,3.0,8.0,1,1,0.0,0,0.0,0
15583,826088.0,5.0,21:32,2025-01-07,POS,Clothing,Multan,Islamabad,297.0,117.170.96.10,Credit,8.0,3.0,24.0,3.0,4.0,0,1,1.0,0,0.0,0
15584,934677.0,4.0,09:54,2025-03-30,ATM,Fuel,London,Islamabad,157.0,201.190.107.163,Debit,12.0,3.0,6.0,5.0,4.0,0,0,2.0,1,1.0,0
15585,860873.0,2.0,01:44,2025-02-27,ATM,ATM,Islamabad,Multan,199.0,121.234.100.166,Debit,38.0,2.0,3.0,3.0,4.0,0,1,2.0,1,0.0,0
15586,922708.0,5.0,14:59,2025-01-16,POS,ATM,Multan,Karachi,262.0,56.89.63.217,Credit,28.0,2.0,7.0,5.0,8.0,0,1,0.0,0,0.0,0
15587,900726.0,7.0,02:23,2025-05-01,POS,ATM,Dubai,Karachi,584.0,118.29.85.188,Debit,24.0,7.0,14.0,3.0,7.0,0,0,1.0,0,0.0,0
15588,886942.0,1.0,20:22,2025-03-06,ATM,Fuel,London,Multan,458.0,146.40.170.88,Debit,5.0,3.0,2.0,2.0,3.0,1,0,0.0,1,0.0,0
15589,953291.0,9.0,15:30,2025-02-17,Online,Clothing,Lahore,Multan,424.0,63.179.44.47,Credit,5.0,2.0,16.0,5.0,2.0,0,0,1.0,0,0.0,0
15590,242586.0,5.0,00:44,2025-01-24,ATM,Grocery,London,Karachi,168.0,65.109.236.103,Debit,19.0,1.0,6.0,4.0,9.0,0,1,2.0,1,1.0,0
15591,240967.0,5.0,20:42,2025-03-18,ATM,Clothing,Multan,Karachi,421.0,242.153.109.26,Debit,29.0,3.0,2.0,2.0,3.0,1,0,0.0,1,1.0,0
15592,266067.0,6.0,22:49,2025-01-06,Online,Restaurant,Islamabad,Faisalabad,160.0,74.19.76.166,Credit,14.0,5.0,8.0,5.0,7.0,0,1,1.0,1,0.0,0
15593,400838.0,6.0,23:15,2025-03-01,Online,Restaurant,Lahore,Islamabad,3.0,131.11.230.102,Credit,21.0,6.0,10.0,2.0,7.0,1,1,0.0,1,0.0,0
15594,310846.0,9.0,17:43,2025-04-16,POS,Clothing,Lahore,Islamabad,597.0,115.200.134.109,Debit,19.0,5.0,9.0,1.0,9.0,1,1,2.0,1,1.0,0
15595,794830.0,6.0,07:57,2025-04-05,Online,Fuel,Multan,Lahore,320.0,130.168.243.82,Credit,39.0,2.0,1.0,4.0,1.0,1,1,1.0,0,0.0,0
15596,601220.0,1.0,10:28,2025-04-02,ATM,Restaurant,Dubai,Lahore,513.0,177.103.146.200,Debit,6.0,2.0,17.0,5.0,1.0,1,1,2.0,0,0.0,0
15597,612800.0,5.0,03:32,2025-04-18,Online,Grocery,Singapore,Faisalabad,287.0,43.110.218.189,Credit,18.0,5.0,4.0,4.0,7.0,1,1,1.0,0,0.0,0
15598,424018.0,6.0,17:44,2025-04-14,Online,ATM,Bangkok,Faisalabad,144.0,216.175.124.143,Credit,33.0,7.0,11.0,2.0,4.0,1,1,2.0,0,1.0,0
15599,660251.0,4.0,12:50,2025-04-04,Online,ATM,London,Multan,425.0,55.92.86.243,Debit,3.0,7.0,6.0,2.0,9.0,1,0,1.0,0,1.0,0
15600,307739.0,9.0,17:16,2025-01-05,Online,Fuel,Multan,Multan,15.0,76.106.178.132,Debit,32.0,3.0,3.0,4.0,7.0,0,0,0.0,1,1.0,0
15601,136726.0,8.0,01:08,2025-03-08,Online,Clothing,Islamabad,Islamabad,403.0,9.162.104.245,Credit,33.0,7.0,11.0,2.0,1.0,1,1,0.0,1,1.0,0
15602,329311.0,3.0,13:49,2025-02-21,ATM,ATM,Faisalabad,Lahore,38.0,10.74.157.64,Debit,26.0,1.0,11.0,5.0,1.0,0,1,0.0,1,1.0,0
15603,603115.0,5.0,16:17,2025-04-11,ATM,Electronics,London,Lahore,510.0,116.77.153.238,Credit,30.0,5.0,17.0,1.0,9.0,1,1,2.0,0,1.0,0
15604,766731.0,8.0,10:20,2025-04-03,ATM,Electronics,Bangkok,Multan,549.0,48.198.93.28,Credit,9.0,2.0,18.0,5.0,2.0,0,0,1.0,1,0.0,0
15605,273743.0,2.0,05:01,2025-01-06,ATM,Clothing,Dubai,Islamabad,31.0,17.69.135.168,Debit,32.0,5.0,11.0,1.0,5.0,0,0,2.0,0,1.0,0
15606,908735.0,8.0,12:15,2025-03-31,Online,ATM,Bangkok,Islamabad,529.0,235.230.95.57,Credit,5.0,3.0,24.0,1.0,5.0,0,0,2.0,1,0.0,0
15607,297888.0,8.0,19:27,2025-03-15,Online,Clothing,Multan,Lahore,346.0,198.149.142.150,Credit,10.0,3.0,1.0,2.0,9.0,1,1,0.0,1,1.0,0
15608,724269.0,4.0,17:30,2025-03-12,POS,Grocery,Singapore,Lahore,21.0,97.28.203.184,Debit,26.0,7.0,1.0,2.0,1.0,1,0,2.0,1,0.0,0
15609,928156.0,1.0,22:21,2025-02-18,ATM,ATM,Islamabad,Lahore,322.0,103.113.41.231,Credit,3.0,4.0,22.0,1.0,6.0,0,0,0.0,0,1.0,0
15610,584644.0,3.0,20:25,2025-01-28,Online,Clothing,Multan,Islamabad,404.0,105.74.250.92,Debit,18.0,7.0,7.0,4.0,3.0,0,0,2.0,1,1.0,0
15611,372445.0,5.0,22:08,2025-03-11,Online,Clothing,Dubai,Islamabad,484.0,150.173.10.1,Debit,29.0,7.0,15.0,5.0,3.0,0,0,1.0,0,1.0,0
15612,788783.0,4.0,04:13,2025-01-28,Online,Grocery,Singapore,Lahore,74.0,92.183.104.29,Debit,32.0,2.0,23.0,2.0,5.0,0,0,0.0,0,0.0,0
15613,302700.0,6.0,02:22,2025-04-09,ATM,Grocery,Dubai,Multan,234.0,160.170.156.212,Debit,7.0,6.0,7.0,5.0,2.0,1,1,2.0,0,0.0,0
15614,888510.0,1.0,14:13,2025-01-01,ATM,Grocery,Singapore,Islamabad,1.0,227.113.175.83,Credit,13.0,7.0,20.0,2.0,1.0,1,1,2.0,0,1.0,0
15615,314849.0,5.0,14:12,2025-02-28,POS,Restaurant,Kuala Lumpur,Islamabad,458.0,227.179.13.7,Credit,16.0,2.0,24.0,3.0,9.0,1,0,0.0,0,0.0,1
15616,427765.0,5.0,20:46,2025-04-05,POS,Grocery,Lahore,Multan,504.0,220.190.215.136,Debit,6.0,4.0,4.0,1.0,8.0,0,0,0.0,1,1.0,0
15617,259492.0,4.0,08:16,2025-03-14,POS,Restaurant,Lahore,Karachi,289.0,7.29.168.99,Debit,14.0,3.0,10.0,5.0,6.0,0,1,1.0,0,0.0,0
15618,764120.0,9.0,12:49,2025-02-08,ATM,Clothing,London,Multan,31.0,239.152.112.202,Debit,11.0,3.0,17.0,1.0,4.0,0,1,0.0,0,0.0,0
15619,583875.0,6.0,18:59,2025-03-30,Online,Grocery,Karachi,Multan,128.0,15.239.119.160,Credit,33.0,7.0,17.0,5.0,1.0,1,1,0.0,0,1.0,0
15620,267086.0,4.0,03:14,2025-02-10,Online,ATM,Kuala Lumpur,Faisalabad,598.0,111.11.159.87,Credit,7.0,7.0,9.0,5.0,5.0,1,0,0.0,1,0.0,0
15621,723601.0,6.0,18:56,2025-04-17,ATM,ATM,Bangkok,Islamabad,394.0,135.3.66.5,Credit,11.0,6.0,1.0,3.0,3.0,1,1,1.0,0,1.0,0
15622,412623.0,2.0,13:07,2025-02-23,Online,Grocery,Dubai,Islamabad,287.0,98.84.181.16,Credit,30.0,7.0,20.0,1.0,4.0,1,1,2.0,1,0.0,0
15623,400220.0,9.0,11:23,2025-03-13,POS,Electronics,Karachi,Faisalabad,267.0,24.13.151.101,Credit,8.0,1.0,4.0,1.0,7.0,0,0,1.0,1,0.0,0
15624,728618.0,2.0,05:04,2025-02-17,Online,Restaurant,Karachi,Islamabad,29.0,116.247.86.5,Credit,18.0,4.0,21.0,5.0,8.0,1,1,1.0,0,0.0,0
15625,444993.0,9.0,12:31,2025-01-26,POS,Fuel,Bangkok,Faisalabad,547.0,238.9.105.212,Debit,14.0,5.0,12.0,2.0,5.0,1,0,2.0,1,1.0,0
