,Unnamed: 0,Transaction_ID,Customer_ID,Transaction_Amount (in Million),Transaction_Time,Transaction_Date,Transaction_Type,Merchant_Category,Transaction_Location,Customer_Home_Location,Distance_From_Home,IP_Address,Card_Type,Account_Balance (in Million),Daily_Transaction_Count,Weekly_Transaction_Count,Avg_Transaction_Amount (in Million),Max_Transaction_Last_24h (in Million),Is_International_Transaction,Is_New_Merchant,Failed_Transaction_Count,Unusual_Time_Transaction,Previous_Fraud_Count,Is_Fraud,Transaction_Hour,Time_Diff,Min_Since_Last_Tx,Transactions_Today,Customer_Hist_Avg,Spend_to_Avg_Ratio,Customer_Hist_Max,Is_New_Spend_Record
11313,11353,189432.0,16238.0,7.0,1900-01-01 21:10:00,2025-04-09,Online,Restaurant,London,Islamabad,555.0,84.246.238.77,Debit,27.0,7.0,16.0,2.0,7.0,1,0,1.0,1,1.0,0,21,,999.0,1,7.0,0.9999999998571428,7.0,1
14772,14827,893723.0,16239.0,9.0,1900-01-01 05:34:00,2025-01-22,ATM,Fuel,Kuala Lumpur,Islamabad,263.0,242.56.226.173,Debit,4.0,6.0,24.0,2.0,7.0,1,0,0.0,1,1.0,0,5,,999.0,1,9.0,0.9999999998888889,9.0,1
49436,49568,452437.0,16240.0,5.0,1900-01-01 06:21:00,2025-04-04,Online,Clothing,Karachi,Karachi,31.0,215.238.248.12,Debit,24.0,4.0,21.0,4.0,6.0,0,0,2.0,0,1.0,0,6,,999.0,1,5.0,0.9999999998,5.0,1
25748,25830,114225.0,16242.0,6.0,1900-01-01 16:13:00,2025-04-30,ATM,Electronics,Bangkok,Faisalabad,528.0,63.188.110.136,Debit,31.0,5.0,7.0,5.0,5.0,1,1,0.0,0,0.0,0,16,,999.0,1,6.0,0.9999999998333333,6.0,1
29741,29832,892458.0,16248.0,2.0,1900-01-01 20:32:00,2025-03-04,ATM,Grocery,Lahore,Faisalabad,572.0,121.65.60.209,Debit,18.0,7.0,15.0,4.0,7.0,1,0,2.0,0,0.0,0,20,,999.0,1,2.0,0.9999999995,2.0,1
35669,35780,928301.0,16248.0,9.0,1900-01-01 12:05:00,2025-03-28,ATM,Clothing,Lahore,Lahore,352.0,225.132.83.40,Credit,32.0,4.0,10.0,3.0,2.0,1,1,2.0,1,1.0,0,12,-1 days +15:33:00,-507.0,1,5.5,1.6363636360661156,9.0,1
28338,28424,749565.0,16248.0,1.0,1900-01-01 19:17:00,2025-04-07,Online,ATM,Multan,Karachi,68.0,34.157.53.221,Credit,3.0,2.0,20.0,1.0,9.0,1,1,0.0,1,0.0,0,19,0 days 07:12:00,432.0,1,4.0,0.2499999999375,9.0,0
31767,31865,960224.0,16250.0,4.0,1900-01-01 08:53:00,2025-01-22,ATM,Fuel,Faisalabad,Karachi,180.0,172.242.202.69,Credit,38.0,7.0,1.0,3.0,8.0,0,0,1.0,1,1.0,0,8,,999.0,1,4.0,0.99999999975,4.0,1
6481,6509,457079.0,16252.0,7.0,1900-01-01 21:23:00,2025-02-03,Online,Grocery,London,Islamabad,582.0,133.202.224.231,Credit,12.0,4.0,17.0,4.0,4.0,1,1,0.0,1,1.0,0,21,,999.0,1,7.0,0.9999999998571428,7.0,1
16651,16709,117037.0,16252.0,6.0,1900-01-01 21:06:00,2025-04-03,ATM,Fuel,Kuala Lumpur,Islamabad,284.0,142.13.34.47,Credit,7.0,2.0,22.0,3.0,4.0,0,1,1.0,1,0.0,0,21,-1 days +23:43:00,-17.0,1,6.5,0.9230769229349113,7.0,0
12882,12931,736238.0,16256.0,6.0,1900-01-01 20:05:00,2025-01-03,POS,Electronics,Bangkok,Karachi,380.0,75.12.248.146,Credit,23.0,2.0,2.0,3.0,7.0,1,0,2.0,1,0.0,0,20,,999.0,1,6.0,0.9999999998333333,6.0,1
49849,49983,733991.0,16256.0,2.0,1900-01-01 23:07:00,2025-03-11,ATM,Grocery,Lahore,Lahore,597.0,61.91.10.175,Debit,28.0,2.0,21.0,3.0,8.0,0,1,2.0,1,0.0,0,23,0 days 03:02:00,182.0,1,4.0,0.499999999875,6.0,0
22728,22804,168004.0,16259.0,8.0,1900-01-01 05:44:00,2025-03-24,Online,Restaurant,Bangkok,Islamabad,103.0,57.53.72.117,Debit,16.0,2.0,4.0,4.0,7.0,1,1,1.0,0,0.0,0,5,,999.0,1,8.0,0.999999999875,8.0,1
28038,28123,303721.0,16259.0,7.0,1900-01-01 15:42:00,2025-04-19,ATM,ATM,Dubai,Multan,141.0,68.36.181.221,Debit,38.0,6.0,8.0,3.0,8.0,0,0,1.0,0,1.0,0,15,0 days 09:58:00,598.0,1,7.5,0.9333333332088889,8.0,0
7852,7885,449313.0,16262.0,4.0,1900-01-01 19:51:00,2025-01-12,ATM,ATM,London,Lahore,429.0,230.26.139.242,Debit,5.0,1.0,14.0,5.0,5.0,1,0,1.0,1,0.0,0,19,,999.0,1,4.0,0.99999999975,4.0,1
39434,39554,960836.0,16262.0,2.0,1900-01-01 00:01:00,2025-04-26,POS,Clothing,Multan,Karachi,449.0,44.251.173.4,Credit,34.0,2.0,5.0,1.0,2.0,1,1,0.0,1,1.0,0,0,-1 days +04:10:00,-1190.0,1,3.0,0.6666666664444444,4.0,0
45282,45410,501117.0,16263.0,4.0,1900-01-01 13:21:00,2025-04-03,ATM,Grocery,London,Faisalabad,284.0,186.137.215.234,Debit,20.0,3.0,3.0,2.0,9.0,1,1,2.0,1,1.0,0,13,,999.0,1,4.0,0.99999999975,4.0,1
38162,38277,982194.0,16264.0,6.0,1900-01-01 08:44:00,2025-01-06,Online,Clothing,Karachi,Faisalabad,496.0,149.110.172.50,Debit,7.0,3.0,3.0,2.0,7.0,0,0,2.0,1,1.0,1,8,,999.0,1,6.0,0.9999999998333333,6.0,1
47655,47785,378890.0,16266.0,5.0,1900-01-01 15:39:00,2025-03-23,POS,Restaurant,Multan,Multan,61.0,60.208.90.75,Debit,39.0,1.0,18.0,1.0,7.0,1,0,2.0,0,0.0,0,15,,999.0,1,5.0,0.9999999998,5.0,1
20913,20984,500858.0,16267.0,6.0,1900-01-01 02:12:00,2025-03-30,POS,Grocery,Singapore,Multan,457.0,183.184.13.63,Debit,26.0,4.0,20.0,2.0,6.0,0,1,2.0,0,1.0,0,2,,999.0,1,6.0,0.9999999998333333,6.0,1
14238,14291,275077.0,16269.0,2.0,1900-01-01 07:05:00,2025-03-13,ATM,Clothing,Kuala Lumpur,Multan,247.0,241.143.68.190,Credit,3.0,4.0,6.0,1.0,8.0,1,1,2.0,0,0.0,0,7,,999.0,1,2.0,0.9999999995,2.0,1
25312,25394,741796.0,16269.0,6.0,1900-01-01 10:25:00,2025-04-10,POS,Electronics,Bangkok,Faisalabad,13.0,140.70.107.219,Credit,4.0,5.0,14.0,5.0,8.0,0,1,1.0,1,1.0,0,10,0 days 03:20:00,200.0,1,4.0,1.499999999625,6.0,1
12532,12580,689702.0,16270.0,3.0,1900-01-01 09:22:00,2025-02-09,POS,ATM,Multan,Lahore,34.0,18.194.99.159,Credit,13.0,3.0,20.0,2.0,2.0,1,0,0.0,1,1.0,0,9,,999.0,1,3.0,0.9999999996666666,3.0,1
13392,13443,848548.0,16271.0,1.0,1900-01-01 01:33:00,2025-01-21,POS,Electronics,Islamabad,Islamabad,542.0,203.13.186.218,Debit,35.0,6.0,20.0,1.0,4.0,1,1,1.0,1,0.0,0,1,,999.0,1,1.0,0.9999999989999999,1.0,1
15486,15541,511629.0,16272.0,1.0,1900-01-01 04:13:00,2025-02-27,POS,ATM,Lahore,Karachi,361.0,62.156.214.112,Credit,16.0,1.0,16.0,3.0,1.0,0,0,2.0,1,0.0,0,4,,999.0,1,1.0,0.9999999989999999,1.0,1
44063,44190,829387.0,16277.0,4.0,1900-01-01 04:08:00,2025-05-01,Online,Electronics,Dubai,Lahore,444.0,250.182.177.232,Credit,16.0,6.0,13.0,4.0,3.0,0,0,0.0,1,1.0,0,4,,999.0,1,4.0,0.99999999975,4.0,1
48342,48472,419462.0,16281.0,3.0,1900-01-01 16:23:00,2025-03-31,POS,Restaurant,Multan,Faisalabad,378.0,3.54.237.238,Credit,35.0,2.0,6.0,3.0,6.0,0,0,0.0,1,1.0,0,16,,999.0,1,3.0,0.9999999996666666,3.0,1
31445,31543,765670.0,16282.0,4.0,1900-01-01 06:21:00,2025-04-17,Online,Restaurant,Bangkok,Karachi,410.0,168.18.156.49,Debit,11.0,5.0,20.0,1.0,6.0,1,1,1.0,1,1.0,0,6,,999.0,1,4.0,0.99999999975,4.0,1
29983,30074,544312.0,16283.0,2.0,1900-01-01 21:08:00,2025-01-27,ATM,ATM,Singapore,Karachi,281.0,128.225.77.217,Debit,32.0,6.0,13.0,1.0,6.0,1,1,0.0,1,0.0,0,21,,999.0,1,2.0,0.9999999995,2.0,1
47043,47173,322454.0,16283.0,2.0,1900-01-01 19:58:00,2025-03-01,ATM,Electronics,London,Lahore,567.0,34.98.10.174,Credit,31.0,6.0,1.0,2.0,7.0,1,1,1.0,0,0.0,0,19,-1 days +22:50:00,-70.0,1,2.0,0.9999999995,2.0,1
31601,31699,245310.0,16286.0,3.0,1900-01-01 19:26:00,2025-03-06,ATM,Electronics,Multan,Multan,129.0,154.224.238.41,Debit,27.0,6.0,3.0,5.0,7.0,0,0,0.0,0,1.0,0,19,,999.0,1,3.0,0.9999999996666666,3.0,1
35026,35133,526562.0,16287.0,3.0,1900-01-01 11:32:00,2025-01-16,ATM,Fuel,Bangkok,Multan,86.0,89.143.54.216,Debit,17.0,3.0,17.0,2.0,1.0,0,0,1.0,1,1.0,0,11,,999.0,1,3.0,0.9999999996666666,3.0,1
23851,23928,335443.0,16287.0,2.0,1900-01-01 17:11:00,2025-01-22,Online,Grocery,Kuala Lumpur,Islamabad,327.0,67.208.64.183,Debit,11.0,4.0,2.0,3.0,2.0,1,1,1.0,0,0.0,0,17,0 days 05:39:00,339.0,1,2.5,0.79999999968,3.0,0
37176,37290,639826.0,16287.0,9.0,1900-01-01 12:59:00,2025-04-25,ATM,Restaurant,Bangkok,Multan,328.0,54.6.201.211,Credit,16.0,7.0,13.0,2.0,2.0,1,0,0.0,1,1.0,0,12,-1 days +19:48:00,-252.0,1,4.666666666666667,1.9285714281581632,9.0,1
45512,45640,726584.0,16288.0,8.0,1900-01-01 01:51:00,2025-02-02,POS,Clothing,Dubai,Faisalabad,250.0,158.30.63.97,Credit,14.0,7.0,18.0,5.0,1.0,0,0,2.0,1,0.0,0,1,,999.0,1,8.0,0.999999999875,8.0,1
26704,26789,487414.0,16288.0,6.0,1900-01-01 22:28:00,2025-04-24,Online,Electronics,Islamabad,Multan,337.0,113.46.114.33,Debit,9.0,1.0,16.0,4.0,1.0,1,1,1.0,1,1.0,0,22,0 days 20:37:00,1237.0,1,7.0,0.8571428570204082,8.0,0
6463,6491,428531.0,16288.0,4.0,1900-01-01 00:05:00,2025-05-01,POS,Grocery,Lahore,Faisalabad,555.0,251.190.154.182,Credit,31.0,2.0,11.0,3.0,5.0,0,1,2.0,1,0.0,0,0,-1 days +01:37:00,-1343.0,1,6.0,0.6666666665555555,8.0,0
6735,6765,348728.0,16289.0,8.0,1900-01-01 23:07:00,2025-03-24,ATM,Restaurant,London,Karachi,153.0,188.191.153.161,Credit,26.0,4.0,17.0,4.0,9.0,0,0,0.0,1,1.0,0,23,,999.0,1,8.0,0.999999999875,8.0,1
42379,42503,943426.0,16291.0,3.0,1900-01-01 22:46:00,2025-04-06,ATM,Restaurant,Bangkok,Islamabad,244.0,149.38.1.151,Debit,20.0,4.0,16.0,3.0,1.0,1,0,0.0,0,0.0,0,22,,999.0,1,3.0,0.9999999996666666,3.0,1
12980,13030,475622.0,16292.0,2.0,1900-01-01 02:47:00,2025-03-17,POS,Restaurant,Singapore,Karachi,360.0,37.151.162.222,Debit,22.0,7.0,4.0,3.0,6.0,0,0,2.0,1,0.0,0,2,,999.0,1,2.0,0.9999999995,2.0,1
43041,43165,457748.0,16297.0,6.0,1900-01-01 15:03:00,2025-03-02,ATM,ATM,Karachi,Faisalabad,283.0,19.61.29.22,Debit,26.0,2.0,6.0,3.0,6.0,0,0,1.0,1,1.0,0,15,,999.0,1,6.0,0.9999999998333333,6.0,1
41649,41773,414525.0,16297.0,7.0,1900-01-01 01:52:00,2025-04-17,POS,Electronics,Karachi,Lahore,504.0,90.121.223.73,Debit,16.0,5.0,18.0,5.0,4.0,1,1,0.0,1,0.0,0,1,-1 days +10:49:00,-791.0,1,6.5,1.0769230767573965,7.0,1
49431,49563,229947.0,16298.0,2.0,1900-01-01 02:32:00,2025-02-24,POS,Clothing,Kuala Lumpur,Karachi,473.0,107.198.162.57,Debit,13.0,2.0,17.0,4.0,5.0,0,0,0.0,0,0.0,0,2,,999.0,1,2.0,0.9999999995,2.0,1
24414,24494,755084.0,16301.0,3.0,1900-01-01 15:32:00,2025-01-22,Online,ATM,Multan,Lahore,516.0,151.245.215.61,Credit,24.0,6.0,14.0,1.0,8.0,1,1,0.0,0,0.0,0,15,,999.0,1,3.0,0.9999999996666666,3.0,1
3049,3061,714026.0,16306.0,7.0,1900-01-01 06:41:00,2025-04-09,POS,ATM,Kuala Lumpur,Faisalabad,137.0,155.133.183.226,Debit,13.0,6.0,14.0,1.0,5.0,0,1,2.0,1,0.0,0,6,,999.0,1,7.0,0.9999999998571428,7.0,1
33392,33496,372525.0,16308.0,9.0,1900-01-01 17:51:00,2025-01-28,Online,Grocery,Multan,Multan,439.0,77.198.134.248,Credit,34.0,5.0,13.0,1.0,9.0,1,1,2.0,1,0.0,0,17,,999.0,1,9.0,0.9999999998888889,9.0,1
28981,29071,750350.0,16309.0,8.0,1900-01-01 21:44:00,2025-01-27,Online,Restaurant,Karachi,Karachi,560.0,46.61.245.58,Credit,13.0,4.0,23.0,2.0,8.0,1,0,0.0,1,0.0,0,21,,999.0,1,8.0,0.999999999875,8.0,1
18142,18206,400829.0,16309.0,1.0,1900-01-01 21:09:00,2025-02-17,POS,ATM,Multan,Karachi,214.0,64.203.122.2,Debit,9.0,3.0,2.0,1.0,5.0,1,0,2.0,0,0.0,0,21,-1 days +23:25:00,-35.0,1,4.5,0.2222222221728395,8.0,0
45036,45164,197955.0,16312.0,5.0,1900-01-01 14:24:00,2025-01-12,ATM,Fuel,Bangkok,Lahore,270.0,149.77.85.235,Debit,12.0,5.0,10.0,4.0,9.0,1,0,0.0,1,1.0,0,14,,999.0,1,5.0,0.9999999998,5.0,1
8883,8919,393910.0,16314.0,8.0,1900-01-01 22:54:00,2025-03-17,POS,Clothing,London,Islamabad,223.0,169.189.107.109,Debit,28.0,1.0,22.0,3.0,7.0,1,0,2.0,0,0.0,0,22,,999.0,1,8.0,0.999999999875,8.0,1
33716,33820,465227.0,16320.0,8.0,1900-01-01 04:38:00,2025-02-25,ATM,Fuel,Karachi,Faisalabad,505.0,77.123.252.15,Credit,31.0,1.0,13.0,5.0,9.0,1,1,1.0,0,1.0,0,4,,999.0,1,8.0,0.999999999875,8.0,1
19174,19241,837579.0,16321.0,3.0,1900-01-01 09:25:00,2025-04-22,Online,Electronics,Multan,Islamabad,17.0,234.206.99.155,Credit,9.0,7.0,20.0,4.0,5.0,0,1,2.0,0,1.0,0,9,,999.0,1,3.0,0.9999999996666666,3.0,1
1959,1968,194263.0,16322.0,6.0,1900-01-01 15:08:00,2025-04-07,POS,Electronics,Karachi,Karachi,498.0,118.128.222.224,Credit,21.0,1.0,10.0,3.0,3.0,0,0,2.0,1,0.0,0,15,,999.0,1,6.0,0.9999999998333333,6.0,1
49334,49466,547630.0,16326.0,8.0,1900-01-01 02:12:00,2025-02-06,ATM,Clothing,Singapore,Karachi,559.0,254.247.138.61,Credit,24.0,5.0,13.0,2.0,7.0,1,1,1.0,1,0.0,0,2,,999.0,1,8.0,0.999999999875,8.0,1
7271,7304,206208.0,16327.0,9.0,1900-01-01 07:18:00,2025-03-26,POS,Grocery,Islamabad,Karachi,129.0,55.35.175.52,Credit,19.0,3.0,4.0,3.0,6.0,0,0,2.0,0,0.0,0,7,,999.0,1,9.0,0.9999999998888889,9.0,1
47774,47904,881306.0,16327.0,5.0,1900-01-01 23:49:00,2025-04-15,Online,Grocery,Multan,Multan,114.0,128.104.24.42,Debit,35.0,4.0,21.0,1.0,5.0,1,0,0.0,0,1.0,0,23,0 days 16:31:00,991.0,1,7.0,0.7142857141836735,9.0,0
19524,19592,883617.0,16331.0,3.0,1900-01-01 13:49:00,2025-01-31,POS,ATM,Kuala Lumpur,Islamabad,92.0,167.231.115.112,Debit,28.0,5.0,7.0,5.0,5.0,1,0,1.0,1,1.0,0,13,,999.0,1,3.0,0.9999999996666666,3.0,1
39525,39645,938891.0,16333.0,6.0,1900-01-01 04:32:00,2025-01-28,ATM,Electronics,London,Karachi,61.0,73.213.35.26,Credit,37.0,7.0,7.0,1.0,4.0,0,0,0.0,0,0.0,0,4,,999.0,1,6.0,0.9999999998333333,6.0,1
31828,31927,408712.0,16336.0,5.0,1900-01-01 08:03:00,2025-02-04,POS,Grocery,Dubai,Islamabad,586.0,45.68.49.43,Debit,31.0,3.0,14.0,3.0,2.0,1,0,0.0,0,0.0,0,8,,999.0,1,5.0,0.9999999998,5.0,1
33782,33886,608510.0,16337.0,8.0,1900-01-01 16:57:00,2025-04-03,POS,ATM,Lahore,Islamabad,240.0,118.62.153.54,Debit,4.0,6.0,5.0,2.0,7.0,0,1,2.0,0,0.0,0,16,,999.0,1,8.0,0.999999999875,8.0,1
29713,29804,874694.0,16341.0,8.0,1900-01-01 17:19:00,2025-04-01,ATM,ATM,London,Multan,326.0,141.76.18.168,Credit,21.0,2.0,16.0,1.0,6.0,1,0,1.0,1,0.0,0,17,,999.0,1,8.0,0.999999999875,8.0,1
15139,15194,328680.0,16344.0,7.0,1900-01-01 14:40:00,2025-01-09,Online,Grocery,Lahore,Karachi,491.0,221.101.238.181,Credit,32.0,2.0,18.0,1.0,9.0,1,0,0.0,0,1.0,0,14,,999.0,1,7.0,0.9999999998571428,7.0,1
10211,10248,609364.0,16344.0,4.0,1900-01-01 19:15:00,2025-01-25,Online,Grocery,Lahore,Faisalabad,147.0,103.85.111.49,Credit,5.0,6.0,11.0,1.0,3.0,1,0,2.0,0,1.0,0,19,0 days 04:35:00,275.0,1,5.5,0.7272727271404958,7.0,0
42819,42943,398268.0,16345.0,3.0,1900-01-01 10:30:00,2025-02-20,POS,Restaurant,Singapore,Islamabad,476.0,58.249.15.77,Debit,12.0,6.0,7.0,1.0,3.0,1,1,1.0,1,0.0,0,10,,999.0,1,3.0,0.9999999996666666,3.0,1
26994,27079,698954.0,16345.0,5.0,1900-01-01 20:02:00,2025-03-19,ATM,Restaurant,Multan,Lahore,10.0,204.123.223.232,Debit,3.0,2.0,4.0,3.0,7.0,0,1,2.0,1,1.0,0,20,0 days 09:32:00,572.0,1,4.0,1.2499999996875,5.0,1
49480,49612,798955.0,16345.0,7.0,1900-01-01 00:13:00,2025-04-19,POS,Clothing,Bangkok,Faisalabad,441.0,77.11.130.24,Debit,3.0,1.0,5.0,3.0,8.0,0,1,0.0,1,1.0,0,0,-1 days +04:11:00,-1189.0,1,5.0,1.3999999997199999,7.0,1
8601,8637,109863.0,16348.0,6.0,1900-01-01 11:52:00,2025-03-21,ATM,Fuel,Bangkok,Multan,88.0,127.50.247.211,Credit,4.0,1.0,22.0,1.0,8.0,1,1,0.0,0,0.0,0,11,,999.0,1,6.0,0.9999999998333333,6.0,1
47687,47817,771707.0,16351.0,2.0,1900-01-01 15:18:00,2025-03-28,POS,Grocery,Multan,Lahore,311.0,120.226.224.228,Credit,3.0,1.0,21.0,5.0,6.0,1,0,2.0,1,1.0,0,15,,999.0,1,2.0,0.9999999995,2.0,1
42873,42997,620690.0,16355.0,6.0,1900-01-01 09:19:00,2025-01-04,POS,Restaurant,Singapore,Multan,104.0,197.225.34.189,Credit,11.0,1.0,8.0,4.0,6.0,0,1,2.0,0,1.0,1,9,,999.0,1,6.0,0.9999999998333333,6.0,1
48584,48714,575134.0,16364.0,3.0,1900-01-01 19:29:00,2025-02-01,Online,Restaurant,Singapore,Faisalabad,188.0,200.212.211.153,Debit,20.0,1.0,20.0,2.0,4.0,0,1,1.0,1,0.0,0,19,,999.0,1,3.0,0.9999999996666666,3.0,1
10037,10074,801715.0,16364.0,2.0,1900-01-01 00:50:00,2025-02-06,POS,Fuel,London,Karachi,542.0,83.151.152.155,Credit,19.0,6.0,17.0,1.0,5.0,0,1,1.0,1,0.0,0,0,-1 days +05:21:00,-1119.0,1,2.5,0.79999999968,3.0,0
37412,37527,341792.0,16364.0,4.0,1900-01-01 15:19:00,2025-02-18,ATM,ATM,Bangkok,Faisalabad,501.0,254.178.12.154,Credit,35.0,7.0,8.0,3.0,5.0,1,0,0.0,0,0.0,0,15,0 days 14:29:00,869.0,1,3.0,1.3333333328888888,4.0,1
19496,19564,883868.0,16366.0,1.0,1900-01-01 20:42:00,2025-01-02,Online,ATM,Lahore,Multan,284.0,5.232.1.116,Credit,5.0,3.0,17.0,5.0,9.0,0,1,2.0,1,1.0,0,20,,999.0,1,1.0,0.9999999989999999,1.0,1
41247,41370,952539.0,16366.0,8.0,1900-01-01 18:37:00,2025-01-28,POS,Restaurant,Multan,Lahore,409.0,153.174.238.90,Debit,9.0,3.0,13.0,5.0,1.0,1,0,2.0,0,1.0,0,18,-1 days +21:55:00,-125.0,1,4.5,1.777777777382716,8.0,1
22001,22074,895979.0,16368.0,4.0,1900-01-01 12:59:00,2025-04-30,POS,Electronics,Kuala Lumpur,Multan,272.0,140.189.8.4,Credit,6.0,1.0,4.0,4.0,1.0,0,1,2.0,1,1.0,1,12,,999.0,1,4.0,0.99999999975,4.0,1
48069,48199,382440.0,16371.0,7.0,1900-01-01 08:13:00,2025-04-09,POS,Clothing,Lahore,Faisalabad,137.0,129.230.217.213,Credit,22.0,1.0,10.0,3.0,3.0,1,1,0.0,0,1.0,0,8,,999.0,1,7.0,0.9999999998571428,7.0,1
31816,31915,478843.0,16375.0,6.0,1900-01-01 06:27:00,2025-01-26,Online,Restaurant,Islamabad,Multan,353.0,254.48.206.253,Credit,33.0,2.0,3.0,3.0,9.0,1,1,2.0,0,0.0,0,6,,999.0,1,6.0,0.9999999998333333,6.0,1
2605,2616,920654.0,16375.0,8.0,1900-01-01 12:02:00,2025-01-28,Online,Clothing,Lahore,Lahore,407.0,226.154.249.112,Debit,33.0,1.0,17.0,3.0,5.0,1,0,1.0,0,1.0,0,12,0 days 05:35:00,335.0,1,7.0,1.1428571426938776,8.0,1
25307,25389,935976.0,16377.0,1.0,1900-01-01 19:01:00,2025-02-04,ATM,Fuel,Islamabad,Karachi,432.0,58.76.132.20,Credit,20.0,2.0,20.0,5.0,5.0,0,0,1.0,0,0.0,0,19,,999.0,1,1.0,0.9999999989999999,1.0,1
1068,1072,876123.0,16380.0,1.0,1900-01-01 19:55:00,2025-01-01,POS,Electronics,Bangkok,Multan,181.0,185.20.78.74,Credit,20.0,5.0,5.0,5.0,4.0,1,0,1.0,0,1.0,0,19,,999.0,1,1.0,0.9999999989999999,1.0,1
37499,37614,984568.0,16383.0,5.0,1900-01-01 14:50:00,2025-01-25,Online,Electronics,Singapore,Islamabad,354.0,186.236.227.138,Credit,8.0,2.0,23.0,5.0,4.0,0,1,0.0,1,0.0,0,14,,999.0,1,5.0,0.9999999998,5.0,1
1668,1673,729006.0,16384.0,3.0,1900-01-01 21:35:00,2025-04-14,ATM,Clothing,Kuala Lumpur,Islamabad,336.0,19.76.169.101,Credit,23.0,2.0,10.0,2.0,1.0,0,0,1.0,1,1.0,0,21,,999.0,1,3.0,0.9999999996666666,3.0,1
17625,17687,311883.0,16387.0,7.0,1900-01-01 11:02:00,2025-02-14,ATM,Fuel,Multan,Karachi,438.0,100.202.255.105,Debit,33.0,6.0,8.0,3.0,3.0,1,1,2.0,0,0.0,0,11,,999.0,1,7.0,0.9999999998571428,7.0,1
47590,47720,961770.0,16387.0,2.0,1900-01-01 06:39:00,2025-03-26,Online,Grocery,Bangkok,Karachi,117.0,62.46.143.178,Credit,31.0,7.0,11.0,5.0,4.0,0,0,0.0,1,0.0,0,6,-1 days +19:37:00,-263.0,1,4.5,0.444444444345679,7.0,0
34110,34214,537212.0,16389.0,4.0,1900-01-01 11:59:00,2025-04-07,Online,Grocery,Lahore,Lahore,528.0,162.95.179.195,Credit,22.0,2.0,8.0,2.0,2.0,0,0,0.0,1,0.0,0,11,,999.0,1,4.0,0.99999999975,4.0,1
26344,26427,853193.0,16391.0,6.0,1900-01-01 11:21:00,2025-01-02,ATM,Clothing,Kuala Lumpur,Multan,76.0,255.172.54.184,Debit,9.0,3.0,16.0,1.0,8.0,1,0,1.0,0,1.0,0,11,,999.0,1,6.0,0.9999999998333333,6.0,1
43178,43302,744155.0,16391.0,4.0,1900-01-01 04:58:00,2025-01-23,ATM,Clothing,Singapore,Faisalabad,413.0,164.99.240.37,Debit,39.0,3.0,12.0,3.0,7.0,1,1,0.0,0,0.0,0,4,-1 days +17:37:00,-383.0,1,5.0,0.79999999984,6.0,0
19285,19352,289523.0,16391.0,3.0,1900-01-01 19:52:00,2025-02-15,Online,Grocery,London,Multan,532.0,42.250.172.151,Debit,22.0,1.0,4.0,5.0,4.0,1,0,1.0,0,0.0,0,19,0 days 14:54:00,894.0,1,4.333333333333333,0.692307692147929,6.0,0
26278,26361,524590.0,16392.0,5.0,1900-01-01 09:56:00,2025-03-02,POS,ATM,London,Islamabad,161.0,148.121.53.123,Debit,31.0,1.0,24.0,3.0,2.0,0,1,2.0,0,1.0,0,9,,999.0,1,5.0,0.9999999998,5.0,1
22281,22355,338914.0,16394.0,9.0,1900-01-01 15:03:00,2025-02-23,ATM,Electronics,Kuala Lumpur,Multan,425.0,134.138.138.37,Debit,32.0,5.0,10.0,3.0,4.0,1,1,1.0,1,1.0,1,15,,999.0,1,9.0,0.9999999998888889,9.0,1
36544,36656,235052.0,16398.0,3.0,1900-01-01 04:14:00,2025-03-31,ATM,Fuel,Multan,Faisalabad,184.0,103.1.12.41,Credit,18.0,6.0,9.0,3.0,3.0,1,0,2.0,1,0.0,0,4,,999.0,1,3.0,0.9999999996666666,3.0,1
11051,11091,519409.0,16401.0,2.0,1900-01-01 15:43:00,2025-01-21,Online,Grocery,Bangkok,Faisalabad,590.0,214.97.160.134,Debit,22.0,1.0,9.0,4.0,3.0,1,0,1.0,0,0.0,0,15,,999.0,1,2.0,0.9999999995,2.0,1
46663,46792,897115.0,16401.0,5.0,1900-01-01 00:43:00,2025-03-03,POS,Electronics,Lahore,Multan,560.0,204.218.7.51,Debit,19.0,6.0,16.0,3.0,5.0,0,0,0.0,0,0.0,0,0,-1 days +09:00:00,-900.0,1,3.5,1.4285714281632653,5.0,1
29572,29663,324175.0,16408.0,7.0,1900-01-01 15:18:00,2025-01-23,Online,Fuel,Dubai,Faisalabad,171.0,252.215.182.112,Debit,17.0,6.0,9.0,3.0,6.0,1,0,0.0,1,1.0,0,15,,999.0,1,7.0,0.9999999998571428,7.0,1
20867,20938,453378.0,16411.0,4.0,1900-01-01 04:17:00,2025-04-14,Online,Fuel,Kuala Lumpur,Islamabad,473.0,226.182.47.31,Credit,32.0,1.0,1.0,5.0,2.0,1,0,2.0,1,0.0,0,4,,999.0,1,4.0,0.99999999975,4.0,1
16562,16620,257393.0,16414.0,1.0,1900-01-01 19:45:00,2025-03-13,ATM,Fuel,Bangkok,Islamabad,189.0,132.173.224.210,Debit,29.0,7.0,23.0,5.0,7.0,0,1,1.0,1,1.0,0,19,,999.0,1,1.0,0.9999999989999999,1.0,1
